date,ticker,predicted_return,actual_return
2023-10-30,ECO.zw,0.0090043405,0.0
2023-10-30,OKZ.zw,0.0042219497,-0.0349206349206348
2023-10-30,SEED.zw,0.0032631569,0.0
2023-10-31,AFDIS.zw,0.0038093715,-0.013157894736842
2023-10-31,BAT.zw,0.004311788,-0.1333333333333334
2023-10-31,CAFCA.zw,0.0041752383,0.1499999999999999
2023-10-31,CBZ.zw,0.0035297342,0.0033444816053511
2023-10-31,DLTA.zw,0.004493278,0.0
2023-10-31,DZL.zw,0.00359661,0.0
2023-10-31,ECO.zw,0.011758991,0.0
2023-10-31,OKZ.zw,0.0050156303,0.0
2023-10-31,SEED.zw,0.009864505,0.0
2023-11-01,AFDIS.zw,0.004725162,0.0
2023-11-01,BAT.zw,0.008953201,-0.0033333333333334
2023-11-01,CAFCA.zw,0.004235619,0.0
2023-11-01,CBZ.zw,0.00474602,-0.0635451505016723
2023-11-01,DLTA.zw,0.0034398665,-0.0007142857142856
2023-11-01,DZL.zw,0.0033453747,0.0
2023-11-01,ECO.zw,0.003395126,0.0
2023-11-01,OKZ.zw,0.0039977906,0.0
2023-11-01,SEED.zw,0.0038248065,0.0
2023-11-02,AFDIS.zw,0.0041607227,-0.1422444603288065
2023-11-02,BAT.zw,0.0038489527,-0.1216666666666664
2023-11-02,CAFCA.zw,0.0033832376,-0.0512333965844403
2023-11-02,CBZ.zw,0.0036904663,0.0
2023-11-02,DLTA.zw,0.0032882642,0.0
2023-11-02,DZL.zw,0.0032351154,0.0001500000000003
2023-11-02,ECO.zw,0.0036352281,0.000549917512373
2023-11-02,OKZ.zw,0.0036860849,0.0992305386229641
2023-11-02,SEED.zw,0.0038913235,0.1495454545454539
2023-11-03,AFDIS.zw,0.009455219,0.0676156583629894
2023-11-03,BAT.zw,0.010214109,0.1851481481481482
2023-11-03,CAFCA.zw,0.019105006,3.125097659295584e-05
2023-11-03,CBZ.zw,0.014923339,0.0
2023-11-03,DLTA.zw,0.0119112525,-0.5
2023-11-03,DZL.zw,0.00405815,0.5
2023-11-03,ECO.zw,0.012312403,-0.0931832395247028
2023-11-03,OKZ.zw,0.012067977,-0.5
2023-11-03,SEED.zw,0.0035594278,0.5000000000000002
2023-11-06,AFDIS.zw,0.011962616,0.0769230769230766
2023-11-06,BAT.zw,0.0034800032,-0.5
2023-11-06,CAFCA.zw,0.014504765,0.4999999999999998
2023-11-06,CBZ.zw,0.014129753,0.0
2023-11-06,DLTA.zw,0.0077533564,0.2384615384615387
2023-11-06,DZL.zw,0.03411536,0.1179813664596272
2023-11-06,ECO.zw,0.023026347,0.0
2023-11-06,OKZ.zw,0.007848834,-0.5
2023-11-06,SEED.zw,0.002371297,0.5
2023-11-07,AFDIS.zw,-0.0050791353,-0.0303030303030302
2023-11-07,BAT.zw,0.016684283,-0.5
2023-11-07,CAFCA.zw,0.003749003,0.5
2023-11-07,CBZ.zw,0.02292715,0.0
