date,ticker,return,sentiment
2019-03-05,AFDIS.zw,0.0,0.8927366640418768
2019-03-06,AFDIS.zw,0.0,0.8927366640418768
2019-03-07,AFDIS.zw,0.0,0.8927366640418768
2019-03-08,AFDIS.zw,0.0,0.8927366640418768
2019-03-11,AFDIS.zw,0.0,0.8927366640418768
2019-03-12,AFDIS.zw,0.0,0.8927366640418768
2019-03-13,AFDIS.zw,0.0,0.8927366640418768
2019-03-14,AFDIS.zw,0.0,0.8927366640418768
2019-03-15,AFDIS.zw,0.0,0.8927366640418768
2019-03-18,AFDIS.zw,0.0,0.8927366640418768
2019-03-19,AFDIS.zw,0.0,0.8927366640418768
2019-03-20,AFDIS.zw,0.0,0.8927366640418768
2019-03-21,AFDIS.zw,0.0,0.8927366640418768
2019-03-22,AFDIS.zw,0.0,0.8927366640418768
2019-03-25,AFDIS.zw,0.0,0.8927366640418768
2019-03-26,AFDIS.zw,0.0,0.8927366640418768
2019-03-27,AFDIS.zw,0.0,0.8927366640418768
2019-03-28,AFDIS.zw,0.0,0.8927366640418768
2019-03-29,AFDIS.zw,0.0,0.8927366640418768
2019-04-01,AFDIS.zw,0.0,0.8927366640418768
2019-04-02,AFDIS.zw,0.0,0.8927366640418768
2019-04-03,AFDIS.zw,0.0,0.8927366640418768
2019-04-04,AFDIS.zw,0.0,0.8927366640418768
2019-04-05,AFDIS.zw,0.0,0.8927366640418768
2019-04-08,AFDIS.zw,0.0,0.8927366640418768
2019-04-09,AFDIS.zw,0.0,0.8927366640418768
2019-04-10,AFDIS.zw,0.0,0.8927366640418768
2019-04-11,AFDIS.zw,0.0,0.8927366640418768
2019-04-12,AFDIS.zw,0.0,0.8927366640418768
2019-04-15,AFDIS.zw,-0.0058823529411766,0.8927366640418768
2019-04-16,AFDIS.zw,0.0,0.8927366640418768
2019-04-17,AFDIS.zw,0.0,0.8927366640418768
2019-04-23,AFDIS.zw,0.0,0.8927366640418768
2019-04-24,AFDIS.zw,0.0,0.8927366640418768
2019-04-25,AFDIS.zw,0.0,0.8927366640418768
2019-04-26,AFDIS.zw,0.0,0.8927366640418768
2019-04-29,AFDIS.zw,0.0,0.8927366640418768
2019-04-30,AFDIS.zw,0.0118343195266272,0.8927366640418768
2019-05-02,AFDIS.zw,0.0,0.8927366640418768
2019-05-03,AFDIS.zw,0.0,0.8927366640418768
2019-05-06,AFDIS.zw,0.0,0.8927366640418768
2019-05-07,AFDIS.zw,0.0,0.8927366640418768
2019-05-08,AFDIS.zw,0.0,0.8927366640418768
2019-05-09,AFDIS.zw,0.0,0.8927366640418768
2019-05-10,AFDIS.zw,0.0,0.8927366640418768
2019-05-13,AFDIS.zw,0.0,0.8927366640418768
2019-05-14,AFDIS.zw,0.0,0.8927366640418768
2019-05-15,AFDIS.zw,0.0,0.8927366640418768
2019-05-16,AFDIS.zw,0.0,0.8927366640418768
2019-05-17,AFDIS.zw,0.0,0.8927366640418768
2019-05-20,AFDIS.zw,0.0,0.8927366640418768
2019-05-21,AFDIS.zw,0.0,0.8927366640418768
2019-05-22,AFDIS.zw,0.0,0.8927366640418768
2019-05-23,AFDIS.zw,0.0,0.8927366640418768
2019-05-24,AFDIS.zw,0.0,0.8927366640418768
2019-05-27,AFDIS.zw,0.0,0.8927366640418768
2019-05-28,AFDIS.zw,0.0058479532163742,0.8927366640418768
2019-05-29,AFDIS.zw,0.0,0.8927366640418768
2019-05-30,AFDIS.zw,0.0,0.8927366640418768
2019-05-31,AFDIS.zw,0.0232558139534884,0.8927366640418768
2019-06-03,AFDIS.zw,0.0,0.8927366640418768
2019-06-04,AFDIS.zw,0.0,0.8927366640418768
2019-06-05,AFDIS.zw,0.0,0.8927366640418768
2019-06-06,AFDIS.zw,0.0,0.8927366640418768
2019-06-07,AFDIS.zw,0.0,0.8927366640418768
2019-06-10,AFDIS.zw,0.0,0.8927366640418768
2019-06-11,AFDIS.zw,0.0,0.8927366640418768
2019-06-12,AFDIS.zw,0.0,0.8927366640418768
2019-06-13,AFDIS.zw,0.0,0.8927366640418768
2019-06-14,AFDIS.zw,0.0,0.8927366640418768
2019-06-17,AFDIS.zw,0.0,0.8927366640418768
2019-06-18,AFDIS.zw,0.0,0.8927366640418768
2019-06-19,AFDIS.zw,0.0,0.8927366640418768
2019-06-20,AFDIS.zw,0.0,0.8927366640418768
2019-06-21,AFDIS.zw,0.0,0.8927366640418768
2019-06-24,AFDIS.zw,0.0,0.8927366640418768
2019-06-25,AFDIS.zw,0.0,0.8927366640418768
2019-06-26,AFDIS.zw,0.0227272727272727,0.8927366640418768
2019-06-27,AFDIS.zw,0.0,0.8927366640418768
2019-06-28,AFDIS.zw,0.0,0.8927366640418768
2019-07-01,AFDIS.zw,0.0,0.8927366640418768
2019-07-02,AFDIS.zw,0.0,0.8927366640418768
2019-07-03,AFDIS.zw,0.0,0.8927366640418768
2019-07-04,AFDIS.zw,0.0,0.8927366640418768
2019-07-05,AFDIS.zw,0.0,0.8927366640418768
2019-07-08,AFDIS.zw,0.0,0.8927366640418768
2019-07-09,AFDIS.zw,0.0,0.8927366640418768
2019-07-10,AFDIS.zw,0.0,0.8927366640418768
2019-07-11,AFDIS.zw,0.0,0.8927366640418768
2019-07-12,AFDIS.zw,0.0,0.8927366640418768
2019-07-15,AFDIS.zw,0.0,0.8927366640418768
2019-07-16,AFDIS.zw,0.0,0.8927366640418768
2019-07-17,AFDIS.zw,0.0,0.8927366640418768
2019-07-18,AFDIS.zw,0.0,0.8927366640418768
2019-07-19,AFDIS.zw,0.0,0.8927366640418768
2019-07-22,AFDIS.zw,0.0,0.8927366640418768
2019-07-23,AFDIS.zw,0.0,0.8927366640418768
2019-07-24,AFDIS.zw,0.0,0.8927366640418768
2019-07-25,AFDIS.zw,0.0,0.8927366640418768
2019-07-26,AFDIS.zw,0.0,0.8927366640418768
2019-07-29,AFDIS.zw,0.0,0.8927366640418768
2019-07-30,AFDIS.zw,0.0,0.8927366640418768
2019-07-31,AFDIS.zw,0.0,0.8927366640418768
2019-08-01,AFDIS.zw,0.0,0.8927366640418768
2019-08-02,AFDIS.zw,0.0,0.8927366640418768
2019-08-05,AFDIS.zw,0.0,0.8927366640418768
2019-08-06,AFDIS.zw,0.0,0.8927366640418768
2019-08-07,AFDIS.zw,0.0,0.8927366640418768
2019-08-08,AFDIS.zw,0.0,0.8927366640418768
2019-08-09,AFDIS.zw,0.0,0.8927366640418768
2019-08-14,AFDIS.zw,0.0,0.8927366640418768
2019-08-15,AFDIS.zw,0.0,0.8927366640418768
2019-08-16,AFDIS.zw,0.0,0.8927366640418768
2019-08-19,AFDIS.zw,0.0,0.8927366640418768
2019-08-20,AFDIS.zw,0.0,0.8927366640418768
2019-08-21,AFDIS.zw,0.0,0.8927366640418768
2019-08-22,AFDIS.zw,0.0,0.8927366640418768
2019-08-23,AFDIS.zw,0.0,0.8927366640418768
2019-08-26,AFDIS.zw,0.0,0.8927366640418768
2019-08-27,AFDIS.zw,0.0,0.8927366640418768
2019-08-28,AFDIS.zw,0.0,0.8927366640418768
2019-08-29,AFDIS.zw,0.0,0.8927366640418768
2019-08-30,AFDIS.zw,0.0,0.8927366640418768
2019-09-02,AFDIS.zw,0.0,0.8927366640418768
2019-09-03,AFDIS.zw,0.0,0.8927366640418768
2019-09-04,AFDIS.zw,0.0,0.8927366640418768
2019-09-05,AFDIS.zw,0.0,0.8927366640418768
2019-09-06,AFDIS.zw,0.0,0.8927366640418768
2019-09-09,AFDIS.zw,0.0,0.8927366640418768
2019-09-10,AFDIS.zw,0.0,0.8927366640418768
2019-09-11,AFDIS.zw,0.0,0.8927366640418768
2019-09-12,AFDIS.zw,-0.111111111111111,0.8927366640418768
2019-09-13,AFDIS.zw,0.0,0.8927366640418768
2019-09-16,AFDIS.zw,0.0,0.8927366640418768
2019-09-17,AFDIS.zw,0.0,0.8927366640418768
2019-09-18,AFDIS.zw,0.0,0.8927366640418768
2019-09-19,AFDIS.zw,0.0,0.8927366640418768
2019-09-20,AFDIS.zw,0.0,0.8927366640418768
2019-09-23,AFDIS.zw,0.0312500000000002,0.8927366640418768
2019-09-24,AFDIS.zw,0.0,0.8927366640418768
2019-09-25,AFDIS.zw,0.0,0.8927366640418768
2019-09-26,AFDIS.zw,0.0,0.8927366640418768
2019-09-27,AFDIS.zw,0.0,0.8927366640418768
2019-09-30,AFDIS.zw,0.0,0.8927366640418768
2019-10-01,AFDIS.zw,0.0,0.8927366640418768
2019-10-02,AFDIS.zw,0.1999999999999999,0.8927366640418768
2019-10-03,AFDIS.zw,0.0,0.8927366640418768
2019-10-04,AFDIS.zw,0.0,0.8927366640418768
2019-10-07,AFDIS.zw,0.0,0.8927366640418768
2019-10-08,AFDIS.zw,0.0,0.8927366640418768
2019-10-09,AFDIS.zw,0.0,0.8927366640418768
2019-10-10,AFDIS.zw,0.0,0.8927366640418768
2019-10-11,AFDIS.zw,0.0,0.8927366640418768
2019-10-14,AFDIS.zw,0.0,0.8927366640418768
2019-10-15,AFDIS.zw,0.0,0.8927366640418768
2019-10-16,AFDIS.zw,0.0,0.8927366640418768
2019-10-17,AFDIS.zw,0.0,0.8927366640418768
2019-10-18,AFDIS.zw,0.0,0.8927366640418768
2019-10-21,AFDIS.zw,0.0,0.8927366640418768
2019-10-22,AFDIS.zw,0.0,0.8927366640418768
2019-10-23,AFDIS.zw,0.0,0.8927366640418768
2019-10-24,AFDIS.zw,0.0,0.8927366640418768
2019-10-28,AFDIS.zw,0.0,0.8927366640418768
2019-10-29,AFDIS.zw,0.0,0.8927366640418768
2019-10-30,AFDIS.zw,0.0,0.8927366640418768
2019-10-31,AFDIS.zw,0.0,0.8927366640418768
2019-11-01,AFDIS.zw,0.0,0.8927366640418768
2019-11-04,AFDIS.zw,0.0,0.8927366640418768
2019-11-05,AFDIS.zw,0.0,0.8927366640418768
2019-11-06,AFDIS.zw,0.0,0.8927366640418768
2019-11-07,AFDIS.zw,0.0,0.8927366640418768
2019-11-08,AFDIS.zw,0.0,0.8927366640418768
2019-11-11,AFDIS.zw,0.0,0.8927366640418768
2019-11-12,AFDIS.zw,0.0,0.8927366640418768
2019-11-13,AFDIS.zw,0.0,0.8927366640418768
2019-11-14,AFDIS.zw,0.0,0.8927366640418768
2019-11-15,AFDIS.zw,0.0,0.8927366640418768
2019-11-18,AFDIS.zw,0.0101010101010101,0.8927366640418768
2019-11-19,AFDIS.zw,0.0,0.8927366640418768
2019-11-20,AFDIS.zw,0.1,0.8927366640418768
2019-11-21,AFDIS.zw,0.1818181818181816,0.8927366640418768
2019-11-22,AFDIS.zw,0.1538461538461539,0.8927366640418768
2019-11-25,AFDIS.zw,0.0,0.8927366640418768
2019-11-26,AFDIS.zw,0.0,0.8927366640418768
2019-11-27,AFDIS.zw,0.0,0.8927366640418768
2019-11-28,AFDIS.zw,0.0,0.8927366640418768
2019-11-29,AFDIS.zw,0.0,0.8927366640418768
2019-12-02,AFDIS.zw,0.0,0.8927366640418768
2019-12-03,AFDIS.zw,0.0,0.8927366640418768
2019-12-04,AFDIS.zw,0.0,0.8927366640418768
2019-12-05,AFDIS.zw,0.0,0.8927366640418768
2019-12-06,AFDIS.zw,0.0,0.8927366640418768
2019-12-09,AFDIS.zw,0.0166666666666666,0.8927366640418768
2019-12-10,AFDIS.zw,0.0,0.8927366640418768
2019-12-11,AFDIS.zw,0.0163934426229508,0.8927366640418768
2019-12-12,AFDIS.zw,0.0290322580645161,0.8927366640418768
2019-12-13,AFDIS.zw,0.0,0.8927366640418768
2019-12-16,AFDIS.zw,0.0,0.8927366640418768
2019-12-17,AFDIS.zw,0.0,0.8927366640418768
2019-12-18,AFDIS.zw,0.0,0.8927366640418768
2019-12-19,AFDIS.zw,0.0,0.8927366640418768
2019-12-20,AFDIS.zw,0.0,0.8927366640418768
2019-12-24,AFDIS.zw,0.0,0.8927366640418768
2019-12-27,AFDIS.zw,0.0,0.8927366640418768
2019-12-30,AFDIS.zw,0.0,0.8927366640418768
2019-12-31,AFDIS.zw,0.0,0.8927366640418768
2020-01-02,AFDIS.zw,0.0,0.8927366640418768
2020-01-03,AFDIS.zw,0.0,0.8927366640418768
2020-01-06,AFDIS.zw,0.0,0.8927366640418768
2020-01-07,AFDIS.zw,-0.0282131661442006,0.8927366640418768
2020-01-08,AFDIS.zw,-0.032258064516129,-0.0777300596237182
2020-01-09,AFDIS.zw,0.0,-0.0777300596237182
2020-01-10,AFDIS.zw,0.063333333333333,-0.0777300596237182
2020-01-13,AFDIS.zw,0.0,-0.0777300596237182
